Sample,B0VSB1_Cor,B0VSB1_P,B0VSmSCV2_Cor,B0VSmSCV2_P,B0VSpSCV2_Cor,B0VSpSCV2_P
9000,0.817123036892456,0.00117455037544794,0.522503725079576,0.00117455037544794,0.533800353556314,0.00117455037544794
8999,0.95679901385082,1.10201921165113e-06,0.452259549269717,1.10201921165113e-06,0.636492221375741,1.10201921165113e-06
8998,0.898865614976077,7.0161528385231e-05,0.579504586748682,7.0161528385231e-05,0.704359644819981,7.0161528385231e-05
8997,0.890567121948768,0.000102585925692722,0.589473433938374,0.000102585925692722,0.646887568450101,0.000102585925692722
8996,0.974761711641688,7.73025213569973e-08,0.689548305756469,7.73025213569973e-08,0.755614240334091,7.73025213569973e-08
8995,0.951649898377173,1.91829226353958e-06,0.698341558203812,1.91829226353958e-06,0.657607161883824,1.91829226353958e-06
8994,0.892940585286958,9.23133299020348e-05,0.770081558813656,9.23133299020348e-05,0.747167899208314,9.23133299020348e-05
8993,0.965647410268803,3.55646713870901e-07,0.609042204335989,3.55646713870901e-07,0.556735131671498,3.55646713870901e-07
8992,0.941929824477062,4.71533685087358e-06,0.641093406912369,4.71533685087358e-06,0.682116945569175,4.71533685087358e-06
8991,0.965739133661225,3.50978374963089e-07,0.509776316968174,3.50978374963089e-07,0.704015175322666,3.50978374963089e-07
8990,0.920647049849089,2.16643067563414e-05,0.526401834251018,2.16643067563414e-05,0.66202172400933,2.16643067563414e-05
8989,0.95705898925341,1.06972829823333e-06,0.580434853289726,1.06972829823333e-06,0.614349802803625,1.06972829823333e-06
8988,0.960603937969854,6.99492318313283e-07,0.653882816788532,6.99492318313283e-07,0.659843740786728,6.99492318313283e-07
8987,0.935143185147901,8.10019327771243e-06,0.642266800199305,8.10019327771243e-06,0.592007158510195,8.10019327771243e-06
8986,0.965244427272888,3.7674548960792e-07,0.717222309446049,3.7674548960792e-07,0.723117057552036,3.7674548960792e-07
8985,0.971987434343956,1.29607450813003e-07,0.634944312071162,1.29607450813003e-07,0.730639113524376,1.29607450813003e-07
8984,0.973167334720596,1.04724342163601e-07,0.640881204438574,1.04724342163601e-07,0.718729793208463,1.04724342163601e-07
8983,0.978668692048288,3.35609961755043e-08,0.517129773356889,3.35609961755043e-08,0.645295835756443,3.35609961755043e-08
8982,0.921449869658049,2.06187818021154e-05,0.639598386549842,2.06187818021154e-05,0.640313658589741,2.06187818021154e-05
8981,0.935925752376166,7.6333562065097e-06,0.595141095421456,7.6333562065097e-06,0.718194816218666,7.6333562065097e-06
8980,0.96026002306442,7.30136743301911e-07,0.590394692999445,7.30136743301911e-07,0.715041365114131,7.30136743301911e-07
8979,0.947486457753686,2.87880279226269e-06,0.555802848117138,2.87880279226269e-06,0.569737253683309,2.87880279226269e-06
8978,0.919054947319412,2.38612076420257e-05,0.715128288774893,2.38612076420257e-05,0.639756947026651,2.38612076420257e-05
8977,0.883612801034527,0.000137916498608246,0.704373550399497,0.000137916498608246,0.664878603958352,0.000137916498608246
8976,0.952325434772378,1.79002699946157e-06,0.696372098263156,1.79002699946157e-06,0.695670404102722,1.79002699946157e-06
8975,0.973256884337929,1.03003996155443e-07,0.639060074353485,1.03003996155443e-07,0.63477889587226,1.03003996155443e-07
8974,0.930428017995287,1.14126595320113e-05,0.625401114014387,1.14126595320113e-05,0.757364494247237,1.14126595320113e-05
8973,0.952101371616052,1.83179167100164e-06,0.508064820274856,1.83179167100164e-06,0.724311881499296,1.83179167100164e-06
8972,0.942396397406499,4.5325286616248e-06,0.622713760108054,4.5325286616248e-06,0.755923019243069,4.5325286616248e-06
8971,0.975573215643949,6.57383273932709e-08,0.551397051601789,6.57383273932709e-08,0.668308414777738,6.57383273932709e-08
8970,0.922625913945138,1.91594619635905e-05,0.72888240048644,1.91594619635905e-05,0.698544040335326,1.91594619635905e-05
8969,0.951840015744674,1.88148033112806e-06,0.624931758223516,1.88148033112806e-06,0.723294150681082,1.88148033112806e-06
8968,0.94066629798856,5.23984975062267e-06,0.563913898504658,5.23984975062267e-06,0.700334006146263,5.23984975062267e-06
8967,0.872521054580978,0.00021323846503876,0.752607080287376,0.00021323846503876,0.705700681293352,0.00021323846503876
8966,0.892957527582913,9.22430241988829e-05,0.63673953209526,9.22430241988829e-05,0.633095079659731,9.22430241988829e-05
8965,0.943121832850417,4.25948462417039e-06,0.629499553471935,4.25948462417039e-06,0.590316672241384,4.25948462417039e-06
8964,0.941407139670116,4.9270120371062e-06,0.511560117546282,4.9270120371062e-06,0.632561180510013,4.9270120371062e-06
8963,0.937778544635242,6.61260863359163e-06,0.551667184179854,6.61260863359163e-06,0.704619298091416,6.61260863359163e-06
8962,0.957079346903018,1.06723180620811e-06,0.537141480104767,1.06723180620811e-06,0.681766558942519,1.06723180620811e-06
8961,0.960922095099438,6.72061507944367e-07,0.665703055787596,6.72061507944367e-07,0.712144300712608,6.72061507944367e-07
8960,0.947784216125399,2.79952438366652e-06,0.549895595997798,2.79952438366652e-06,0.674514289371096,2.79952438366652e-06
8959,0.953430192899072,1.59500593233794e-06,0.446369619937213,1.59500593233794e-06,0.71982821651317,1.59500593233794e-06
8958,0.947470853485694,2.88300597396517e-06,0.531778794964908,2.88300597396517e-06,0.719897677887034,2.88300597396517e-06
8957,0.929766792369152,1.19518695291576e-05,0.45136232481248,1.19518695291576e-05,0.748327533400691,1.19518695291576e-05
8956,0.935209538021505,8.05975651840587e-06,0.511590221847749,8.05975651840587e-06,0.709715121690949,8.05975651840587e-06
8955,0.919115266824984,2.37748999982985e-05,0.547014941951856,2.37748999982985e-05,0.667550879457778,2.37748999982985e-05
8954,0.966017560714585,3.37105304107396e-07,0.642037878927226,3.37105304107396e-07,0.680783677075985,3.37105304107396e-07
8953,0.967464925984332,2.71839705944912e-07,0.530716193845206,2.71839705944912e-07,0.656821729482816,2.71839705944912e-07
8952,0.930420240739239,1.14188878751581e-05,0.46444155990155,1.14188878751581e-05,0.606203971342748,1.14188878751581e-05
8951,0.973800295504078,9.3040784009053e-08,0.517373845347363,9.3040784009053e-08,0.676686607538971,9.3040784009053e-08
8950,0.958029616821131,9.5574256976941e-07,0.520841272890574,9.5574256976941e-07,0.64539214494399,9.5574256976941e-07
8949,0.964902811651067,3.95400166444012e-07,0.626616692785059,3.95400166444012e-07,0.595163456532996,3.95400166444012e-07
8948,0.948796187003748,2.54292719380194e-06,0.485489925466339,2.54292719380194e-06,0.658224913933466,2.54292719380194e-06
8947,0.906647941758465,4.76510997228359e-05,0.554375425759482,4.76510997228359e-05,0.692071642684826,4.76510997228359e-05
8946,0.965363189692146,3.70426784990523e-07,0.63695774990063,3.70426784990523e-07,0.699059161398982,3.70426784990523e-07
